"show_1","show_2","distance"
"Fullmetal Alchemist","No Game, No Life","0.741669806750283"
"No Game, No Life","Gurren Lagann","0.672401969951998"
"Gurren Lagann","No Game, No Life","0.672401969951998"
"No Game, No Life","Angel Beats!","0.525051516043568"
"Angel Beats!","No Game, No Life","0.525051516043568"
"No Game, No Life","Code Geass: Lelouch of the Rebellion","0.635600380187982"
"Code Geass: Lelouch of the Rebellion","No Game, No Life","0.635600380187982"
"Code Geass: Lelouch of the Rebellion R2","Death Note","0.501749761396173"
"Death Note","Code Geass: Lelouch of the Rebellion R2","0.501749761396173"
"Code Geass: Lelouch of the Rebellion R2","Attack on Titan","0.579493087557604"
"Attack on Titan","Code Geass: Lelouch of the Rebellion R2","0.579493087557604"
"Code Geass: Lelouch of the Rebellion R2","Soul Eater","0.629926752703174"
"Soul Eater","Code Geass: Lelouch of the Rebellion R2","0.629926752703174"
"Code Geass: Lelouch of the Rebellion R2","Elfen Lied","0.572843498913538"
"Elfen Lied","Code Geass: Lelouch of the Rebellion R2","0.572843498913538"
"Code Geass: Lelouch of the Rebellion R2","One Punch Man","0.647035750308192"
"One Punch Man","Code Geass: Lelouch of the Rebellion R2","0.647035750308192"
"Code Geass: Lelouch of the Rebellion R2","The Future Diary","0.625943605683837"
"The Future Diary","Code Geass: Lelouch of the Rebellion R2","0.625943605683837"
"Code Geass: Lelouch of the Rebellion R2","Fullmetal Alchemist","0.586941322002904"
"Fullmetal Alchemist","Code Geass: Lelouch of the Rebellion R2","0.586941322002904"
"Code Geass: Lelouch of the Rebellion R2","Gurren Lagann","0.559940476190476"
"Gurren Lagann","Code Geass: Lelouch of the Rebellion R2","0.559940476190476"
"Code Geass: Lelouch of the Rebellion R2","Angel Beats!","0.556800578333161"
"Angel Beats!","Code Geass: Lelouch of the Rebellion R2","0.556800578333161"
"Code Geass: Lelouch of the Rebellion R2","Code Geass: Lelouch of the Rebellion","0.13982392542724"
"Code Geass: Lelouch of the Rebellion","Code Geass: Lelouch of the Rebellion R2","0.13982392542724"
"Death Note","Attack on Titan","0.497535226628277"
"Attack on Titan","Death Note","0.497535226628277"
"Death Note","Soul Eater","0.623491179201486"
"Soul Eater","Death Note","0.623491179201486"
"Death Note","Elfen Lied","0.491186425776957"
"Elfen Lied","Death Note","0.491186425776957"
"Death Note","One Punch Man","0.624106695798625"
"One Punch Man","Death Note","0.624106695798625"
"Death Note","The Future Diary","0.589341262580055"
"The Future Diary","Death Note","0.589341262580055"
"Death Note","Fullmetal Alchemist","0.550143394873633"
"Fullmetal Alchemist","Death Note","0.550143394873633"
"Death Note","Gurren Lagann","0.61972280477797"
"Gurren Lagann","Death Note","0.61972280477797"
"Death Note","Angel Beats!","0.544252898147752"
"Angel Beats!","Death Note","0.544252898147752"
"Death Note","Code Geass: Lelouch of the Rebellion","0.457606095508107"
"Code Geass: Lelouch of the Rebellion","Death Note","0.457606095508107"
"Attack on Titan","Soul Eater","0.652660461612955"
"Soul Eater","Attack on Titan","0.652660461612955"
"Attack on Titan","Elfen Lied","0.592411898446381"
"Elfen Lied","Attack on Titan","0.592411898446381"
"Attack on Titan","One Punch Man","0.46393668685173"
"One Punch Man","Attack on Titan","0.46393668685173"
"Attack on Titan","The Future Diary","0.486963544070143"
"The Future Diary","Attack on Titan","0.486963544070143"
"Attack on Titan","Fullmetal Alchemist","0.662166722915964"
"Fullmetal Alchemist","Attack on Titan","0.662166722915964"
"Attack on Titan","Gurren Lagann","0.638446849140675"
"Gurren Lagann","Attack on Titan","0.638446849140675"
"Attack on Titan","Angel Beats!","0.49370328657725"
"Angel Beats!","Attack on Titan","0.49370328657725"
"Attack on Titan","Code Geass: Lelouch of the Rebellion","0.558153963632893"
"Code Geass: Lelouch of the Rebellion","Attack on Titan","0.558153963632893"
"Soul Eater","Elfen Lied","0.64833794262784"
"Elfen Lied","Soul Eater","0.64833794262784"
"Soul Eater","One Punch Man","0.692631182525734"
"One Punch Man","Soul Eater","0.692631182525734"
"Soul Eater","The Future Diary","0.668633173942744"
"The Future Diary","Soul Eater","0.668633173942744"
"Soul Eater","Fullmetal Alchemist","0.617048192771084"
"Fullmetal Alchemist","Soul Eater","0.617048192771084"
"Soul Eater","Gurren Lagann","0.632182401886916"
"Gurren Lagann","Soul Eater","0.632182401886916"
"Soul Eater","Angel Beats!","0.638007298462899"
"Angel Beats!","Soul Eater","0.638007298462899"
"Soul Eater","Code Geass: Lelouch of the Rebellion","0.624830944008656"
"Code Geass: Lelouch of the Rebellion","Soul Eater","0.624830944008656"
"Elfen Lied","One Punch Man","0.67928534438115"
"One Punch Man","Elfen Lied","0.67928534438115"
"Elfen Lied","The Future Diary","0.607752185967157"
"The Future Diary","Elfen Lied","0.607752185967157"
"Elfen Lied","Fullmetal Alchemist","0.593842239185751"
"Fullmetal Alchemist","Elfen Lied","0.593842239185751"
"Elfen Lied","Gurren Lagann","0.630046646292424"
"Gurren Lagann","Elfen Lied","0.630046646292424"
"Elfen Lied","Angel Beats!","0.567945272416321"
"Angel Beats!","Elfen Lied","0.567945272416321"
"Elfen Lied","Code Geass: Lelouch of the Rebellion","0.545480908651522"
"Code Geass: Lelouch of the Rebellion","Elfen Lied","0.545480908651522"
"One Punch Man","The Future Diary","0.569088782009619"
"The Future Diary","One Punch Man","0.569088782009619"
"One Punch Man","Fullmetal Alchemist","0.721811861829242"
"Fullmetal Alchemist","One Punch Man","0.721811861829242"
"One Punch Man","Gurren Lagann","0.657362788660116"
"Gurren Lagann","One Punch Man","0.657362788660116"
"One Punch Man","Angel Beats!","0.592563644484145"
"Angel Beats!","One Punch Man","0.592563644484145"
"One Punch Man","Code Geass: Lelouch of the Rebellion","0.639968611038451"
"Code Geass: Lelouch of the Rebellion","One Punch Man","0.639968611038451"
"The Future Diary","Fullmetal Alchemist","0.72071212843745"
"Fullmetal Alchemist","The Future Diary","0.72071212843745"
"The Future Diary","Gurren Lagann","0.679593058049072"
"Gurren Lagann","The Future Diary","0.679593058049072"
"The Future Diary","Angel Beats!","0.512072840431049"
"Angel Beats!","The Future Diary","0.512072840431049"
"The Future Diary","Code Geass: Lelouch of the Rebellion","0.619467649042702"
"Code Geass: Lelouch of the Rebellion","The Future Diary","0.619467649042702"
"Fullmetal Alchemist","Gurren Lagann","0.627676908752328"
"Gurren Lagann","Fullmetal Alchemist","0.627676908752328"
"Fullmetal Alchemist","Angel Beats!","0.669942590250073"
"Angel Beats!","Fullmetal Alchemist","0.669942590250073"
"Fullmetal Alchemist","Code Geass: Lelouch of the Rebellion","0.559465273509527"
"Code Geass: Lelouch of the Rebellion","Fullmetal Alchemist","0.559465273509527"
"Gurren Lagann","Angel Beats!","0.623092019188836"
"Angel Beats!","Gurren Lagann","0.623092019188836"
"Gurren Lagann","Code Geass: Lelouch of the Rebellion","0.552331721416264"
"Code Geass: Lelouch of the Rebellion","Gurren Lagann","0.552331721416264"
"Angel Beats!","Code Geass: Lelouch of the Rebellion","0.543806498900562"
"Code Geass: Lelouch of the Rebellion","Angel Beats!","0.543806498900562"
