"show_1","show_2","distance"
"Inu X Boku Secret Service","Assassination Classroom","0.675778145239778"
"Assassination Classroom","Inu X Boku Secret Service","0.675778145239778"
"Inu X Boku Secret Service","Haganai: I don&#039;t have many friends","0.563983882090969"
"Haganai: I don&#039;t have many friends","Inu X Boku Secret Service","0.563983882090969"
"Inu X Boku Secret Service","Say ""I Love You"".","0.515371265261653"
"Say ""I Love You"".","Inu X Boku Secret Service","0.515371265261653"
"Inu X Boku Secret Service","Your Name.","0.681433273383028"
"Your Name.","Inu X Boku Secret Service","0.681433273383028"
"Inu X Boku Secret Service","The Disappearance of Haruhi Suzumiya","0.682925826056611"
"The Disappearance of Haruhi Suzumiya","Inu X Boku Secret Service","0.682925826056611"
"Inu X Boku Secret Service","Masamune-kun&#039;s Revenge","0.714417563121673"
"Masamune-kun&#039;s Revenge","Inu X Boku Secret Service","0.714417563121673"
"Inu X Boku Secret Service","Date A Live","0.620873828983643"
"Date A Live","Inu X Boku Secret Service","0.620873828983643"
"Inu X Boku Secret Service","Pokémon","0.770569840712241"
"Pokémon","Inu X Boku Secret Service","0.770569840712241"
"Inu X Boku Secret Service","Baka & Test - Summon the Beasts","0.611336458151385"
"Baka & Test - Summon the Beasts","Inu X Boku Secret Service","0.611336458151385"
"Inu X Boku Secret Service","Tokyo Ghoul","0.612231797767659"
"Tokyo Ghoul","Inu X Boku Secret Service","0.612231797767659"
"Inu X Boku Secret Service","Serial Experiments Lain","0.817430741023091"
"Serial Experiments Lain","Inu X Boku Secret Service","0.817430741023091"
"Inu X Boku Secret Service","KILL la KILL","0.684403427188195"
"KILL la KILL","Inu X Boku Secret Service","0.684403427188195"
"Inu X Boku Secret Service","A Lull in the Sea","0.631821574194895"
"A Lull in the Sea","Inu X Boku Secret Service","0.631821574194895"
"Inu X Boku Secret Service","Beyond the Boundary","0.559965385749368"
"Beyond the Boundary","Inu X Boku Secret Service","0.559965385749368"
"Inu X Boku Secret Service","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.644169752510357"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Inu X Boku Secret Service","0.644169752510357"
"Inu X Boku Secret Service","My Teen Romantic Comedy SNAFU","0.589044556637631"
"My Teen Romantic Comedy SNAFU","Inu X Boku Secret Service","0.589044556637631"
"Inu X Boku Secret Service","Princess Mononoke","0.72439615617916"
"Princess Mononoke","Inu X Boku Secret Service","0.72439615617916"
"Inu X Boku Secret Service","Howl&#039;s Moving Castle","0.698504397973127"
"Howl&#039;s Moving Castle","Inu X Boku Secret Service","0.698504397973127"
"Inu X Boku Secret Service","From the New World","0.6699917696181"
"From the New World","Inu X Boku Secret Service","0.6699917696181"
"Inu X Boku Secret Service","Golden Time","0.617505509478575"
"Golden Time","Inu X Boku Secret Service","0.617505509478575"
"Inu X Boku Secret Service","The Testament of Sister New Devil","0.720055542595096"
"The Testament of Sister New Devil","Inu X Boku Secret Service","0.720055542595096"
"Inu X Boku Secret Service","Fullmetal Alchemist: Brotherhood","0.658461515356856"
"Fullmetal Alchemist: Brotherhood","Inu X Boku Secret Service","0.658461515356856"
"Inu X Boku Secret Service","Reborn!","0.723060220895703"
"Reborn!","Inu X Boku Secret Service","0.723060220895703"
"Inu X Boku Secret Service","Fairy Tail Series 2","0.775933365155584"
"Fairy Tail Series 2","Inu X Boku Secret Service","0.775933365155584"
"Inu X Boku Secret Service","Is It Wrong to Try to Pick Up Girls in a Dungeon?","0.644913926211719"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?","Inu X Boku Secret Service","0.644913926211719"
"Inu X Boku Secret Service","A Certain Scientific Railgun","0.663620154211372"
"A Certain Scientific Railgun","Inu X Boku Secret Service","0.663620154211372"
"Inu X Boku Secret Service","Clannad ~After Story~","0.630023180447752"
"Clannad ~After Story~","Inu X Boku Secret Service","0.630023180447752"
"Inu X Boku Secret Service","Wolf Children","0.669148416150558"
"Wolf Children","Inu X Boku Secret Service","0.669148416150558"
"Inu X Boku Secret Service","Trinity Seven","0.68153654128278"
"Trinity Seven","Inu X Boku Secret Service","0.68153654128278"
"Inu X Boku Secret Service","Steins;Gate","0.628103354774723"
"Steins;Gate","Inu X Boku Secret Service","0.628103354774723"
"Inu X Boku Secret Service","Plastic Memories","0.682199988900078"
"Plastic Memories","Inu X Boku Secret Service","0.682199988900078"
"Inu X Boku Secret Service","Rurouni Kenshin","0.805999767360799"
"Rurouni Kenshin","Inu X Boku Secret Service","0.805999767360799"
"Inu X Boku Secret Service","Barakamon","0.632838909896023"
"Barakamon","Inu X Boku Secret Service","0.632838909896023"
"Inu X Boku Secret Service","Monthly Girls&#039; Nozaki-kun","0.563821753692633"
"Monthly Girls&#039; Nozaki-kun","Inu X Boku Secret Service","0.563821753692633"
"Inu X Boku Secret Service","The Fruit of Grisaia","0.680810912577239"
"The Fruit of Grisaia","Inu X Boku Secret Service","0.680810912577239"
"Inu X Boku Secret Service","Psycho-Pass","0.61770951574617"
"Psycho-Pass","Inu X Boku Secret Service","0.61770951574617"
"Inu X Boku Secret Service","","0.577397617725323"
"","Inu X Boku Secret Service","0.577397617725323"
"Inu X Boku Secret Service","The Pet Girl of Sakurasou","0.584556297615026"
"The Pet Girl of Sakurasou","Inu X Boku Secret Service","0.584556297615026"
"Inu X Boku Secret Service","Ghost in the Shell","0.815778984686846"
"Ghost in the Shell","Inu X Boku Secret Service","0.815778984686846"
"Inu X Boku Secret Service","Charlotte","0.642133797163098"
"Charlotte","Inu X Boku Secret Service","0.642133797163098"
"Inu X Boku Secret Service","When They Cry","0.706323103007611"
"When They Cry","Inu X Boku Secret Service","0.706323103007611"
"Inu X Boku Secret Service","Kuroko&#039;s Basketball","0.628566783660925"
"Kuroko&#039;s Basketball","Inu X Boku Secret Service","0.628566783660925"
"Inu X Boku Secret Service","Nisekoi: False Love","0.68978157835367"
"Nisekoi: False Love","Inu X Boku Secret Service","0.68978157835367"
"Inu X Boku Secret Service","Is This a Zombie?","0.585572572566321"
"Is This a Zombie?","Inu X Boku Secret Service","0.585572572566321"
"Inu X Boku Secret Service","Problem children are coming from another world, aren&#039;t they?","0.59401786677123"
"Problem children are coming from another world, aren&#039;t they?","Inu X Boku Secret Service","0.59401786677123"
"Inu X Boku Secret Service","Prison School","0.725083594139224"
"Prison School","Inu X Boku Secret Service","0.725083594139224"
"Inu X Boku Secret Service","Fate/Zero Season 2","0.659841615054823"
"Fate/Zero Season 2","Inu X Boku Secret Service","0.659841615054823"
"Inu X Boku Secret Service","Blood Blockade Battlefront","0.700002411662801"
"Blood Blockade Battlefront","Inu X Boku Secret Service","0.700002411662801"
"Inu X Boku Secret Service","Berserk","0.833815894725964"
"Berserk","Inu X Boku Secret Service","0.833815894725964"
"Inu X Boku Secret Service","Log Horizon","0.653240429352769"
"Log Horizon","Inu X Boku Secret Service","0.653240429352769"
"Inu X Boku Secret Service","Dragon Ball","0.775683435372088"
"Dragon Ball","Inu X Boku Secret Service","0.775683435372088"
"Inu X Boku Secret Service","Hellsing","0.759291870989697"
"Hellsing","Inu X Boku Secret Service","0.759291870989697"
"Inu X Boku Secret Service","High School DxD BorN","0.749688369015351"
"High School DxD BorN","Inu X Boku Secret Service","0.749688369015351"
"Inu X Boku Secret Service","My Hero Academia 2","0.735955448362911"
"My Hero Academia 2","Inu X Boku Secret Service","0.735955448362911"
"Inu X Boku Secret Service","SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn&#039;t Exist","0.719850320542456"
"SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn&#039;t Exist","Inu X Boku Secret Service","0.719850320542456"
"Inu X Boku Secret Service","D.Gray-man","0.712582824206438"
"D.Gray-man","Inu X Boku Secret Service","0.712582824206438"
"Inu X Boku Secret Service","Sankarea: Undying Love","0.533401976662512"
"Sankarea: Undying Love","Inu X Boku Secret Service","0.533401976662512"
"Inu X Boku Secret Service","KonoSuba: God&#039;s Blessing on This Wonderful World! 2","0.726703390323536"
"KonoSuba: God&#039;s Blessing on This Wonderful World! 2","Inu X Boku Secret Service","0.726703390323536"
"Inu X Boku Secret Service","Naruto","0.686204047557421"
"Naruto","Inu X Boku Secret Service","0.686204047557421"
"Inu X Boku Secret Service","High School of the Dead","0.617851797072283"
"High School of the Dead","Inu X Boku Secret Service","0.617851797072283"
"Inu X Boku Secret Service","anohana: The Flower We Saw That Day","0.569401911312111"
"anohana: The Flower We Saw That Day","Inu X Boku Secret Service","0.569401911312111"
"Inu X Boku Secret Service","Neon Genesis Evangelion","0.743476088130833"
"Neon Genesis Evangelion","Inu X Boku Secret Service","0.743476088130833"
"Inu X Boku Secret Service","Daily Lives of High School Boys","0.611617014722148"
"Daily Lives of High School Boys","Inu X Boku Secret Service","0.611617014722148"
"Inu X Boku Secret Service","Hellsing Ultimate","0.754313490164216"
"Hellsing Ultimate","Inu X Boku Secret Service","0.754313490164216"
"Inu X Boku Secret Service","","0.63915114549666"
"","Inu X Boku Secret Service","0.63915114549666"
"Inu X Boku Secret Service","Made in Abyss","0.778005427287936"
"Made in Abyss","Inu X Boku Secret Service","0.778005427287936"
"Inu X Boku Secret Service","Log Horizon 2","0.706836697054465"
"Log Horizon 2","Inu X Boku Secret Service","0.706836697054465"
"Inu X Boku Secret Service","Sword Art Online II","0.641190533602117"
"Sword Art Online II","Inu X Boku Secret Service","0.641190533602117"
"Inu X Boku Secret Service","Mob Psycho 100","0.747103876926899"
"Mob Psycho 100","Inu X Boku Secret Service","0.747103876926899"
"Inu X Boku Secret Service","The Melancholy of Haruhi Suzumiya","0.667985160754476"
"The Melancholy of Haruhi Suzumiya","Inu X Boku Secret Service","0.667985160754476"
"Inu X Boku Secret Service","Orange","0.714980468991425"
"Orange","Inu X Boku Secret Service","0.714980468991425"
"Inu X Boku Secret Service","Trigun","0.793872689876442"
"Trigun","Inu X Boku Secret Service","0.793872689876442"
"Inu X Boku Secret Service","Eureka Seven","0.772522690943329"
"Eureka Seven","Inu X Boku Secret Service","0.772522690943329"
"Inu X Boku Secret Service","Blue Exorcist","0.551541276277119"
"Blue Exorcist","Inu X Boku Secret Service","0.551541276277119"
"Inu X Boku Secret Service","Akame ga Kill!","0.656747126027796"
"Akame ga Kill!","Inu X Boku Secret Service","0.656747126027796"
"Inu X Boku Secret Service","Spice and Wolf","0.652499934229133"
"Spice and Wolf","Inu X Boku Secret Service","0.652499934229133"
"Inu X Boku Secret Service","Haikyu!!","0.680316350138821"
"Haikyu!!","Inu X Boku Secret Service","0.680316350138821"
"Inu X Boku Secret Service","Darker than Black: Gemini of the Meteor","0.702591063825564"
"Darker than Black: Gemini of the Meteor","Inu X Boku Secret Service","0.702591063825564"
"Inu X Boku Secret Service","Spice and Wolf II","0.671466421788493"
"Spice and Wolf II","Inu X Boku Secret Service","0.671466421788493"
"Inu X Boku Secret Service","Heaven&#039;s Lost Property","0.673548063295159"
"Heaven&#039;s Lost Property","Inu X Boku Secret Service","0.673548063295159"
"Inu X Boku Secret Service","Kiznaiver","0.711009745718102"
"Kiznaiver","Inu X Boku Secret Service","0.711009745718102"
"Inu X Boku Secret Service","FLCL","0.771617760181513"
"FLCL","Inu X Boku Secret Service","0.771617760181513"
"Inu X Boku Secret Service","High School DxD","0.632017853616059"
"High School DxD","Inu X Boku Secret Service","0.632017853616059"
"Inu X Boku Secret Service","K-ON!","0.636619542394814"
"K-ON!","Inu X Boku Secret Service","0.636619542394814"
"Inu X Boku Secret Service","Food Wars! The Second Plate","0.709169244513591"
"Food Wars! The Second Plate","Inu X Boku Secret Service","0.709169244513591"
"Inu X Boku Secret Service","Yona of the Dawn","0.621272343430551"
"Yona of the Dawn","Inu X Boku Secret Service","0.621272343430551"
"Inu X Boku Secret Service","Chivalry of a Failed Knight","0.702089647588958"
"Chivalry of a Failed Knight","Inu X Boku Secret Service","0.702089647588958"
"Inu X Boku Secret Service","Sword Art Online","0.564837237164996"
"Sword Art Online","Inu X Boku Secret Service","0.564837237164996"
"Inu X Boku Secret Service","Noragami: Stray God","0.561403638490487"
"Noragami: Stray God","Inu X Boku Secret Service","0.561403638490487"
"Inu X Boku Secret Service","Fate/Zero","0.645043426458792"
"Fate/Zero","Inu X Boku Secret Service","0.645043426458792"
"Inu X Boku Secret Service","Samurai Champloo","0.756974813529706"
"Samurai Champloo","Inu X Boku Secret Service","0.756974813529706"
"Inu X Boku Secret Service","My Love Story!!","0.66844862212083"
"My Love Story!!","Inu X Boku Secret Service","0.66844862212083"
"Inu X Boku Secret Service","No Game, No Life","0.602383371639894"
"No Game, No Life","Inu X Boku Secret Service","0.602383371639894"
"Inu X Boku Secret Service","Gintama","0.74063485102358"
"Gintama","Inu X Boku Secret Service","0.74063485102358"
"Inu X Boku Secret Service","God Eater","0.760613160201957"
"God Eater","Inu X Boku Secret Service","0.760613160201957"
"Inu X Boku Secret Service","A Silent Voice","0.706672670265003"
"A Silent Voice","Inu X Boku Secret Service","0.706672670265003"
"Inu X Boku Secret Service","The Girl Who Leapt Through Time","0.686751456646151"
"The Girl Who Leapt Through Time","Inu X Boku Secret Service","0.686751456646151"
"Inu X Boku Secret Service","Miss Kobayashi&#039;s Dragon Maid","0.72352966257709"
"Miss Kobayashi&#039;s Dragon Maid","Inu X Boku Secret Service","0.72352966257709"
"Inu X Boku Secret Service","Monster Musume: Everyday Life with Monster Girls","0.734866114527387"
"Monster Musume: Everyday Life with Monster Girls","Inu X Boku Secret Service","0.734866114527387"
"Inu X Boku Secret Service","Noragami Aragoto","0.639989081318652"
"Noragami Aragoto","Inu X Boku Secret Service","0.639989081318652"
"Inu X Boku Secret Service","Nisekoi: False Love","0.61925003160434"
"Nisekoi: False Love","Inu X Boku Secret Service","0.61925003160434"
"Inu X Boku Secret Service","Violet Evergarden","0.782985917891985"
"Violet Evergarden","Inu X Boku Secret Service","0.782985917891985"
"Inu X Boku Secret Service","Magi: The Kingdom of Magic","0.654928493443868"
"Magi: The Kingdom of Magic","Inu X Boku Secret Service","0.654928493443868"
"Inu X Boku Secret Service","Spirited Away","0.674150413184591"
"Spirited Away","Inu X Boku Secret Service","0.674150413184591"
"Inu X Boku Secret Service","Baccano!","0.72339648856841"
"Baccano!","Inu X Boku Secret Service","0.72339648856841"
"Inu X Boku Secret Service","Food Wars! Shokugeki no Soma","0.665726680631698"
"Food Wars! Shokugeki no Soma","Inu X Boku Secret Service","0.665726680631698"
"Inu X Boku Secret Service","Aldnoah.Zero","0.685328212940473"
"Aldnoah.Zero","Inu X Boku Secret Service","0.685328212940473"
"Inu X Boku Secret Service","Code Geass: Lelouch of the Rebellion R2","0.663049520603626"
"Code Geass: Lelouch of the Rebellion R2","Inu X Boku Secret Service","0.663049520603626"
"Inu X Boku Secret Service","Dragon Ball GT","0.798620784567339"
"Dragon Ball GT","Inu X Boku Secret Service","0.798620784567339"
"Inu X Boku Secret Service","Blue Spring Ride","0.590777861152156"
"Blue Spring Ride","Inu X Boku Secret Service","0.590777861152156"
"Inu X Boku Secret Service","K","0.563231327721903"
"K","Inu X Boku Secret Service","0.563231327721903"
"Inu X Boku Secret Service","Haganai: I don&#039;t have many friends NEXT","0.603245372841019"
"Haganai: I don&#039;t have many friends NEXT","Inu X Boku Secret Service","0.603245372841019"
"Inu X Boku Secret Service","Kabaneri of the Iron Fortress","0.705776152186654"
"Kabaneri of the Iron Fortress","Inu X Boku Secret Service","0.705776152186654"
"Inu X Boku Secret Service","Black Bullet","0.620403982280558"
"Black Bullet","Inu X Boku Secret Service","0.620403982280558"
"Inu X Boku Secret Service","Monster","0.834859514392643"
"Monster","Inu X Boku Secret Service","0.834859514392643"
"Inu X Boku Secret Service","ReLIFE","0.680868586241737"
"ReLIFE","Inu X Boku Secret Service","0.680868586241737"
"Inu X Boku Secret Service","Strike the Blood","0.644596008100884"
"Strike the Blood","Inu X Boku Secret Service","0.644596008100884"
"Inu X Boku Secret Service","Ajin: Demi-Human","0.765222752919604"
"Ajin: Demi-Human","Inu X Boku Secret Service","0.765222752919604"
"Inu X Boku Secret Service","Death Note","0.64552751489326"
"Death Note","Inu X Boku Secret Service","0.64552751489326"
"Inu X Boku Secret Service","Assassination Classroom Second Season","0.728209485210291"
"Assassination Classroom Second Season","Inu X Boku Secret Service","0.728209485210291"
"Inu X Boku Secret Service","Nisemonogatari","0.629489555790046"
"Nisemonogatari","Inu X Boku Secret Service","0.629489555790046"
"Inu X Boku Secret Service","The Familiar of Zero: Rondo of Princesses","0.644410247339399"
"The Familiar of Zero: Rondo of Princesses","Inu X Boku Secret Service","0.644410247339399"
"Inu X Boku Secret Service","Attack on Titan","0.593947130412555"
"Attack on Titan","Inu X Boku Secret Service","0.593947130412555"
"Inu X Boku Secret Service","Neon Genesis Evangelion: The End of Evangelion","0.792663308913312"
"Neon Genesis Evangelion: The End of Evangelion","Inu X Boku Secret Service","0.792663308913312"
"Inu X Boku Secret Service","Welcome to the N.H.K.","0.734666274135713"
"Welcome to the N.H.K.","Inu X Boku Secret Service","0.734666274135713"
"Inu X Boku Secret Service","Fate/stay night [Unlimited Blade Works] Season 2","0.719432491769382"
"Fate/stay night [Unlimited Blade Works] Season 2","Inu X Boku Secret Service","0.719432491769382"
"Inu X Boku Secret Service","Full Metal Panic!","0.738278012616109"
"Full Metal Panic!","Inu X Boku Secret Service","0.738278012616109"
"Inu X Boku Secret Service","Rokka: Braves of the Six Flowers","0.679074647832051"
"Rokka: Braves of the Six Flowers","Inu X Boku Secret Service","0.679074647832051"
"Inu X Boku Secret Service","Soul Eater","0.655455125502247"
"Soul Eater","Inu X Boku Secret Service","0.655455125502247"
"Inu X Boku Secret Service","Terror in Resonance","0.657485773088426"
"Terror in Resonance","Inu X Boku Secret Service","0.657485773088426"
"Inu X Boku Secret Service","Yu Yu Hakusho: Ghost Files","0.821061540248623"
"Yu Yu Hakusho: Ghost Files","Inu X Boku Secret Service","0.821061540248623"
"Inu X Boku Secret Service","Psycho-Pass 2","0.688909143328759"
"Psycho-Pass 2","Inu X Boku Secret Service","0.688909143328759"
"Inu X Boku Secret Service","Elfen Lied","0.660120194552565"
"Elfen Lied","Inu X Boku Secret Service","0.660120194552565"
"Inu X Boku Secret Service","Free! - Iwatobi Swim Club","0.614230291855799"
"Free! - Iwatobi Swim Club","Inu X Boku Secret Service","0.614230291855799"
"Inu X Boku Secret Service","The Familiar of Zero: Knight of the Twin Moons","0.639372449087204"
"The Familiar of Zero: Knight of the Twin Moons","Inu X Boku Secret Service","0.639372449087204"
"Inu X Boku Secret Service","One Punch Man","0.65438743892827"
"One Punch Man","Inu X Boku Secret Service","0.65438743892827"
"Inu X Boku Secret Service","Yuri!!! On ICE","0.725009026650576"
"Yuri!!! On ICE","Inu X Boku Secret Service","0.725009026650576"
"Inu X Boku Secret Service","Demon King Daimao","0.66626821066469"
"Demon King Daimao","Inu X Boku Secret Service","0.66626821066469"
"Inu X Boku Secret Service","Cowboy Bebop","0.778242643598502"
"Cowboy Bebop","Inu X Boku Secret Service","0.778242643598502"
"Inu X Boku Secret Service","Puella Magi Madoka Magica","0.623724419505732"
"Puella Magi Madoka Magica","Inu X Boku Secret Service","0.623724419505732"
"Inu X Boku Secret Service","The Future Diary","0.577150227530852"
"The Future Diary","Inu X Boku Secret Service","0.577150227530852"
"Inu X Boku Secret Service","Attack on Titan Season 2","0.726093368299415"
"Attack on Titan Season 2","Inu X Boku Secret Service","0.726093368299415"
"Inu X Boku Secret Service","Parasyte -the maxim-","0.672020447574995"
"Parasyte -the maxim-","Inu X Boku Secret Service","0.672020447574995"
"Inu X Boku Secret Service","Fate/stay night","0.679313128501056"
"Fate/stay night","Inu X Boku Secret Service","0.679313128501056"
"Inu X Boku Secret Service","Natsume&#039;s Book of Friends","0.659170231457881"
"Natsume&#039;s Book of Friends","Inu X Boku Secret Service","0.659170231457881"
"Inu X Boku Secret Service","Infinite Stratos","0.631243658583648"
"Infinite Stratos","Inu X Boku Secret Service","0.631243658583648"
"Inu X Boku Secret Service","KonoSuba: God&#039;s Blessing on This Wonderful World!","0.6841927768435"
"KonoSuba: God&#039;s Blessing on This Wonderful World!","Inu X Boku Secret Service","0.6841927768435"
"Inu X Boku Secret Service","Summer Wars","0.703022085331391"
"Summer Wars","Inu X Boku Secret Service","0.703022085331391"
"Inu X Boku Secret Service","Haven&#039;t You Heard? I&#039;m Sakamoto","0.722746994668962"
"Haven&#039;t You Heard? I&#039;m Sakamoto","Inu X Boku Secret Service","0.722746994668962"
"Inu X Boku Secret Service","Durarara!!","0.593468987194467"
"Durarara!!","Inu X Boku Secret Service","0.593468987194467"
"Inu X Boku Secret Service","Mushi-Shi","0.761040264950573"
"Mushi-Shi","Inu X Boku Secret Service","0.761040264950573"
"Inu X Boku Secret Service","To LOVE Ru","0.688929438283697"
"To LOVE Ru","Inu X Boku Secret Service","0.688929438283697"
"Inu X Boku Secret Service","ERASED","0.651861499665296"
"ERASED","Inu X Boku Secret Service","0.651861499665296"
"Inu X Boku Secret Service","Blood Lad","0.592869461130894"
"Blood Lad","Inu X Boku Secret Service","0.592869461130894"
"Inu X Boku Secret Service","Katanagatari","0.708987477941224"
"Katanagatari","Inu X Boku Secret Service","0.708987477941224"
"Inu X Boku Secret Service","Great Teacher Onizuka","0.776033199368147"
"Great Teacher Onizuka","Inu X Boku Secret Service","0.776033199368147"
"Inu X Boku Secret Service","The Irregular at Magic High School","0.640038946654044"
"The Irregular at Magic High School","Inu X Boku Secret Service","0.640038946654044"
"Inu X Boku Secret Service","High School DxD New","0.692378022623219"
"High School DxD New","Inu X Boku Secret Service","0.692378022623219"
"Inu X Boku Secret Service","Nichijou - My Ordinary Life","0.713206230032065"
"Nichijou - My Ordinary Life","Inu X Boku Secret Service","0.713206230032065"
"Inu X Boku Secret Service","The World God Only Knows","0.581201095587366"
"The World God Only Knows","Inu X Boku Secret Service","0.581201095587366"
"Inu X Boku Secret Service","Danganronpa: The Animation","0.623073392264851"
"Danganronpa: The Animation","Inu X Boku Secret Service","0.623073392264851"
"Inu X Boku Secret Service","Love, Chunibyo & Other Delusions!: Heart Throb","0.637483258209678"
"Love, Chunibyo & Other Delusions!: Heart Throb","Inu X Boku Secret Service","0.637483258209678"
"Inu X Boku Secret Service","DARLING in the FRANXX","1"
"DARLING in the FRANXX","Inu X Boku Secret Service","1"
"Inu X Boku Secret Service","Yamada-kun and the Seven Witches","0.660515412011842"
"Yamada-kun and the Seven Witches","Inu X Boku Secret Service","0.660515412011842"
"Inu X Boku Secret Service","Fullmetal Alchemist","0.711614867393741"
"Fullmetal Alchemist","Inu X Boku Secret Service","0.711614867393741"
"Inu X Boku Secret Service","Eden of The East","0.669091644924453"
"Eden of The East","Inu X Boku Secret Service","0.669091644924453"
"Inu X Boku Secret Service","Re:ZERO -Starting Life in Another World-","0.677616710502422"
"Re:ZERO -Starting Life in Another World-","Inu X Boku Secret Service","0.677616710502422"
"Inu X Boku Secret Service","JoJo&#039;s Bizarre Adventure","0.79888474929636"
"JoJo&#039;s Bizarre Adventure","Inu X Boku Secret Service","0.79888474929636"
"Inu X Boku Secret Service","BTOOOM!","0.603761024048313"
"BTOOOM!","Inu X Boku Secret Service","0.603761024048313"
"Inu X Boku Secret Service","Gurren Lagann","0.716528416342898"
"Gurren Lagann","Inu X Boku Secret Service","0.716528416342898"
"Inu X Boku Secret Service","Amagi Brilliant Park","0.632641351639437"
"Amagi Brilliant Park","Inu X Boku Secret Service","0.632641351639437"
"Inu X Boku Secret Service","Guilty Crown","0.568303789660812"
"Guilty Crown","Inu X Boku Secret Service","0.568303789660812"
"Inu X Boku Secret Service","Rosario + Vampire","0.658347050150772"
"Rosario + Vampire","Inu X Boku Secret Service","0.658347050150772"
"Inu X Boku Secret Service","The Garden of Words","0.671990447627119"
"The Garden of Words","Inu X Boku Secret Service","0.671990447627119"
