"show_1","show_2","distance"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Naruto","0.67875939241656"
"Naruto","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.67875939241656"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","High School of the Dead","0.581943467703215"
"High School of the Dead","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.581943467703215"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","anohana: The Flower We Saw That Day","0.538697542875237"
"anohana: The Flower We Saw That Day","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.538697542875237"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Neon Genesis Evangelion","0.646064203944881"
"Neon Genesis Evangelion","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.646064203944881"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Daily Lives of High School Boys","0.544445400736975"
"Daily Lives of High School Boys","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.544445400736975"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Hellsing Ultimate","0.692816776961826"
"Hellsing Ultimate","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.692816776961826"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","","0.629611179350275"
"","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.629611179350275"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Made in Abyss","0.671042093251942"
"Made in Abyss","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.671042093251942"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Log Horizon 2","0.679075565086461"
"Log Horizon 2","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.679075565086461"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Sword Art Online II","0.59968357243557"
"Sword Art Online II","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.59968357243557"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Mob Psycho 100","0.634892135658579"
"Mob Psycho 100","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.634892135658579"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The Melancholy of Haruhi Suzumiya","0.615161821879871"
"The Melancholy of Haruhi Suzumiya","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.615161821879871"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Orange","0.6980111531574"
"Orange","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.6980111531574"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Trigun","0.758424970279643"
"Trigun","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.758424970279643"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Eureka Seven","0.791915454103356"
"Eureka Seven","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.791915454103356"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Blue Exorcist","0.599735829961231"
"Blue Exorcist","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.599735829961231"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Akame ga Kill!","0.592201436400092"
"Akame ga Kill!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.592201436400092"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Spice and Wolf","0.662372517641967"
"Spice and Wolf","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.662372517641967"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Haikyu!!","0.666408114426838"
"Haikyu!!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.666408114426838"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Darker than Black: Gemini of the Meteor","0.719054125563319"
"Darker than Black: Gemini of the Meteor","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.719054125563319"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Spice and Wolf II","0.685507535646464"
"Spice and Wolf II","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.685507535646464"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Heaven&#039;s Lost Property","0.669629250203593"
"Heaven&#039;s Lost Property","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.669629250203593"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Kiznaiver","0.66207189596057"
"Kiznaiver","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.66207189596057"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","FLCL","0.67601147465877"
"FLCL","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.67601147465877"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","High School DxD","0.619538579094288"
"High School DxD","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.619538579094288"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","K-ON!","0.581465424329381"
"K-ON!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.581465424329381"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Food Wars! The Second Plate","0.666295149969829"
"Food Wars! The Second Plate","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.666295149969829"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Yona of the Dawn","0.704784766859986"
"Yona of the Dawn","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.704784766859986"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Chivalry of a Failed Knight","0.723867448433627"
"Chivalry of a Failed Knight","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.723867448433627"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Sword Art Online","0.534187081780809"
"Sword Art Online","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.534187081780809"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Noragami: Stray God","0.548777775791279"
"Noragami: Stray God","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.548777775791279"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Fate/Zero","0.604369229650316"
"Fate/Zero","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.604369229650316"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Samurai Champloo","0.713067607468925"
"Samurai Champloo","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.713067607468925"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","My Love Story!!","0.618636177702562"
"My Love Story!!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.618636177702562"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","No Game, No Life","0.523131160702698"
"No Game, No Life","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.523131160702698"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Gintama","0.717166524098767"
"Gintama","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.717166524098767"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","God Eater","0.752876740305183"
"God Eater","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.752876740305183"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","A Silent Voice","0.64234803787773"
"A Silent Voice","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.64234803787773"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The Girl Who Leapt Through Time","0.636036899446057"
"The Girl Who Leapt Through Time","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.636036899446057"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Miss Kobayashi&#039;s Dragon Maid","0.610088229366462"
"Miss Kobayashi&#039;s Dragon Maid","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.610088229366462"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Monster Musume: Everyday Life with Monster Girls","0.652655675953212"
"Monster Musume: Everyday Life with Monster Girls","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.652655675953212"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Noragami Aragoto","0.631359482613067"
"Noragami Aragoto","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.631359482613067"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Nisekoi: False Love","0.558838152446409"
"Nisekoi: False Love","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.558838152446409"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Violet Evergarden","0.741046961695029"
"Violet Evergarden","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.741046961695029"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Magi: The Kingdom of Magic","0.669295764306828"
"Magi: The Kingdom of Magic","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.669295764306828"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Spirited Away","0.629017990819915"
"Spirited Away","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.629017990819915"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Baccano!","0.671218143422522"
"Baccano!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.671218143422522"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Food Wars! Shokugeki no Soma","0.620341246760691"
"Food Wars! Shokugeki no Soma","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.620341246760691"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Aldnoah.Zero","0.646196012002174"
"Aldnoah.Zero","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.646196012002174"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Code Geass: Lelouch of the Rebellion R2","0.64419495280466"
"Code Geass: Lelouch of the Rebellion R2","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.64419495280466"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Dragon Ball GT","0.757473034770274"
"Dragon Ball GT","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.757473034770274"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Blue Spring Ride","0.638757916353091"
"Blue Spring Ride","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.638757916353091"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","K","0.63899412003971"
"K","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.63899412003971"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Haganai: I don&#039;t have many friends NEXT","0.566408377688541"
"Haganai: I don&#039;t have many friends NEXT","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.566408377688541"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Kabaneri of the Iron Fortress","0.655449937967093"
"Kabaneri of the Iron Fortress","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.655449937967093"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Black Bullet","0.605422302243071"
"Black Bullet","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.605422302243071"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Monster","0.765408350233066"
"Monster","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.765408350233066"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","ReLIFE","0.639298755402873"
"ReLIFE","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.639298755402873"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Strike the Blood","0.687973889754828"
"Strike the Blood","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.687973889754828"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Ajin: Demi-Human","0.711461736469461"
"Ajin: Demi-Human","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.711461736469461"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Death Note","0.592887917419401"
"Death Note","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.592887917419401"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Assassination Classroom Second Season","0.676603852880358"
"Assassination Classroom Second Season","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.676603852880358"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Nisemonogatari","0.565953268939725"
"Nisemonogatari","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.565953268939725"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The Familiar of Zero: Rondo of Princesses","0.701726231066967"
"The Familiar of Zero: Rondo of Princesses","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.701726231066967"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Attack on Titan","0.502239318053202"
"Attack on Titan","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.502239318053202"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Neon Genesis Evangelion: The End of Evangelion","0.684980859565281"
"Neon Genesis Evangelion: The End of Evangelion","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.684980859565281"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Welcome to the N.H.K.","0.625289479974724"
"Welcome to the N.H.K.","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.625289479974724"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Fate/stay night [Unlimited Blade Works] Season 2","0.661500177892614"
"Fate/stay night [Unlimited Blade Works] Season 2","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.661500177892614"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Full Metal Panic!","0.755254226438614"
"Full Metal Panic!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.755254226438614"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Rokka: Braves of the Six Flowers","0.675327754183359"
"Rokka: Braves of the Six Flowers","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.675327754183359"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Soul Eater","0.647292695638922"
"Soul Eater","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.647292695638922"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Terror in Resonance","0.572987194890141"
"Terror in Resonance","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.572987194890141"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Yu Yu Hakusho: Ghost Files","0.812003141807752"
"Yu Yu Hakusho: Ghost Files","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.812003141807752"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Psycho-Pass 2","0.63474692652582"
"Psycho-Pass 2","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.63474692652582"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Elfen Lied","0.609215664608829"
"Elfen Lied","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.609215664608829"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Free! - Iwatobi Swim Club","0.623948456559925"
"Free! - Iwatobi Swim Club","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.623948456559925"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The Familiar of Zero: Knight of the Twin Moons","0.698224501761047"
"The Familiar of Zero: Knight of the Twin Moons","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.698224501761047"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","One Punch Man","0.545665362935184"
"One Punch Man","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.545665362935184"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Yuri!!! On ICE","0.717934310580444"
"Yuri!!! On ICE","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.717934310580444"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Demon King Daimao","0.723204427306803"
"Demon King Daimao","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.723204427306803"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Cowboy Bebop","0.69338709021132"
"Cowboy Bebop","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.69338709021132"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Puella Magi Madoka Magica","0.523372389637542"
"Puella Magi Madoka Magica","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.523372389637542"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The Future Diary","0.513715942783016"
"The Future Diary","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.513715942783016"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Attack on Titan Season 2","0.633155282298733"
"Attack on Titan Season 2","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.633155282298733"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Parasyte -the maxim-","0.568311374217338"
"Parasyte -the maxim-","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.568311374217338"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Fate/stay night","0.683551590380094"
"Fate/stay night","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.683551590380094"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Natsume&#039;s Book of Friends","0.718096573061587"
"Natsume&#039;s Book of Friends","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.718096573061587"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Infinite Stratos","0.680926864225502"
"Infinite Stratos","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.680926864225502"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","KonoSuba: God&#039;s Blessing on This Wonderful World!","0.582553574009007"
"KonoSuba: God&#039;s Blessing on This Wonderful World!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.582553574009007"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Summer Wars","0.662097546522582"
"Summer Wars","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.662097546522582"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Haven&#039;t You Heard? I&#039;m Sakamoto","0.637676100106547"
"Haven&#039;t You Heard? I&#039;m Sakamoto","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.637676100106547"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Durarara!!","0.587918680127625"
"Durarara!!","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.587918680127625"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Mushi-Shi","0.722727229899861"
"Mushi-Shi","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.722727229899861"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","To LOVE Ru","0.684628909346337"
"To LOVE Ru","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.684628909346337"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","ERASED","0.552688941599323"
"ERASED","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.552688941599323"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Blood Lad","0.557556824600677"
"Blood Lad","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.557556824600677"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Katanagatari","0.712964552851805"
"Katanagatari","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.712964552851805"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Great Teacher Onizuka","0.726332887867965"
"Great Teacher Onizuka","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.726332887867965"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The Irregular at Magic High School","0.675704701186549"
"The Irregular at Magic High School","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.675704701186549"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","High School DxD New","0.652680719688404"
"High School DxD New","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.652680719688404"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Nichijou - My Ordinary Life","0.580456713259407"
"Nichijou - My Ordinary Life","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.580456713259407"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","The World God Only Knows","0.592362650432559"
"The World God Only Knows","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.592362650432559"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Danganronpa: The Animation","0.532611382010436"
"Danganronpa: The Animation","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.532611382010436"
"WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","Love, Chunibyo & Other Delusions!: Heart Throb","0.533947369181307"
"Love, Chunibyo & Other Delusions!: Heart Throb","WataMote: No Matter How I Look At It, It&#039;s You Guys&#039; Fault I&#039;m Unpopular!","0.533947369181307"
